ID,Experience,Time,Skill,Subskill,Score
BEC-10,Autonomous,Post,CURE,Weakness,3
BUF-12,Autonomous,Post,CURE,Weakness,4
CAR-24,Autonomous,Post,CURE,Weakness,
CIN-80,Autonomous,Post,CURE,Weakness,3
COL-11,Autonomous,Post,CURE,Weakness,2
CON-11,Autonomous,Post,CURE,Weakness,3
CON-68,Autonomous,Post,CURE,Weakness,5
DON-64,Autonomous,Post,CURE,Weakness,3
HUI-14,Autonomous,Post,CURE,Weakness,2
IDA-HA,Autonomous,Post,CURE,Weakness,2
JUD-32,Autonomous,Post,CURE,Weakness,
KYU-13,Autonomous,Post,CURE,Weakness,5
LAD-11,Autonomous,Post,CURE,Weakness,
LAU-21,Autonomous,Post,CURE,Weakness,
LAU-91,Autonomous,Post,CURE,Weakness,
LIS-80,Autonomous,Post,CURE,Weakness,2
16-Mar,Autonomous,Post,CURE,Weakness,
31-Mar,Autonomous,Post,CURE,Weakness,2
PAT-22,Autonomous,Post,CURE,Weakness,5
ROQ-20,Autonomous,Post,CURE,Weakness,
RHO-36,Autonomous,Post,CURE,Weakness,3
RHO-80,Autonomous,Post,CURE,Weakness,4
SHA-26,Autonomous,Post,CURE,Weakness,2
TAM-30,Autonomous,Post,CURE,Weakness,
TRE-15,Autonomous,Post,CURE,Weakness,
unid3,Autonomous,Post,CURE,Weakness,
unid4,Autonomous,Post,CURE,Weakness,
TIC-21,Autonomous,Post,CURE,Weakness,4
CAR-91,Autonomous,Post,CURE,Weakness,3
LIL-20,Autonomous,Post,CURE,Weakness,5
unid,Autonomous,Post,CURE,Weakness,1
1,Guided,Post,CURE,Time,5
2,Guided,Post,CURE,Time,
3,Guided,Post,CURE,Time,5
4,Guided,Post,CURE,Time,5
5,Guided,Post,CURE,Time,5
6,Guided,Post,CURE,Time,5
7,Guided,Post,CURE,Time,5
8,Guided,Post,CURE,Time,
9,Guided,Post,CURE,Time,5
10,Guided,Post,CURE,Time,4
11,Guided,Post,CURE,Time,4
12,Guided,Post,CURE,Time,5
13,Guided,Post,CURE,Time,4
14,Guided,Post,CURE,Time,4
15,Guided,Post,CURE,Time,5
16,Guided,Post,CURE,Time,4
17,Guided,Post,CURE,Time,
18,Guided,Post,CURE,Time,5
19,Guided,Post,CURE,Time,1
20,Guided,Post,CURE,Time,
21,Guided,Post,CURE,Time,5
22,Guided,Post,CURE,Time,4
23,Guided,Post,CURE,Time,
24,Guided,Post,CURE,Time,2
25,Guided,Post,CURE,Time,5
26,Guided,Post,CURE,Time,5
27,Guided,Post,CURE,Time,5
28,Guided,Post,CURE,Time,1
unid2,Autonomous,Post,CURE,Time,3
ALI-22,Autonomous,Post,CURE,Time,
AMY-31,Autonomous,Post,CURE,Time,4
AND-71,Autonomous,Post,CURE,Time,3
ASH-36,Autonomous,Post,CURE,Time,
BEC-10,Autonomous,Post,CURE,Time,4
BUF-12,Autonomous,Post,CURE,Time,4
CAR-24,Autonomous,Post,CURE,Time,
CIN-80,Autonomous,Post,CURE,Time,4
COL-11,Autonomous,Post,CURE,Time,3
CON-11,Autonomous,Post,CURE,Time,4
CON-68,Autonomous,Post,CURE,Time,5
DON-64,Autonomous,Post,CURE,Time,5
HUI-14,Autonomous,Post,CURE,Time,3
IDA-HA,Autonomous,Post,CURE,Time,3
JUD-32,Autonomous,Post,CURE,Time,
KYU-13,Autonomous,Post,CURE,Time,4
LAD-11,Autonomous,Post,CURE,Time,
LAU-21,Autonomous,Post,CURE,Time,
LAU-91,Autonomous,Post,CURE,Time,
LIS-80,Autonomous,Post,CURE,Time,4
16-Mar,Autonomous,Post,CURE,Time,
31-Mar,Autonomous,Post,CURE,Time,2
PAT-22,Autonomous,Post,CURE,Time,4
ROQ-20,Autonomous,Post,CURE,Time,
RHO-36,Autonomous,Post,CURE,Time,4
RHO-80,Autonomous,Post,CURE,Time,5
SHA-26,Autonomous,Post,CURE,Time,3
TAM-30,Autonomous,Post,CURE,Time,
TRE-15,Autonomous,Post,CURE,Time,
unid3,Autonomous,Post,CURE,Time,
unid4,Autonomous,Post,CURE,Time,
TIC-21,Autonomous,Post,CURE,Time,5
CAR-91,Autonomous,Post,CURE,Time,2
LIL-20,Autonomous,Post,CURE,Time,5
unid,Autonomous,Post,CURE,Time,1
1,Guided,Post,CURE,In.engage,5
2,Guided,Post,CURE,In.engage,
3,Guided,Post,CURE,In.engage,5
4,Guided,Post,CURE,In.engage,5
5,Guided,Post,CURE,In.engage,5
6,Guided,Post,CURE,In.engage,5
7,Guided,Post,CURE,In.engage,4
8,Guided,Post,CURE,In.engage,
9,Guided,Post,CURE,In.engage,3
10,Guided,Post,CURE,In.engage,4
11,Guided,Post,CURE,In.engage,5
12,Guided,Post,CURE,In.engage,5
13,Guided,Post,CURE,In.engage,5
14,Guided,Post,CURE,In.engage,4
15,Guided,Post,CURE,In.engage,5
16,Guided,Post,CURE,In.engage,5
17,Guided,Post,CURE,In.engage,4
18,Guided,Post,CURE,In.engage,5
19,Guided,Post,CURE,In.engage,4
20,Guided,Post,CURE,In.engage,
21,Guided,Post,CURE,In.engage,5
22,Guided,Post,CURE,In.engage,5
23,Guided,Post,CURE,In.engage,
24,Guided,Post,CURE,In.engage,3
25,Guided,Post,CURE,In.engage,5
26,Guided,Post,CURE,In.engage,4
27,Guided,Post,CURE,In.engage,5
28,Guided,Post,CURE,In.engage,3
unid2,Autonomous,Post,CURE,In.engage,4
ALI-22,Autonomous,Post,CURE,In.engage,
AMY-31,Autonomous,Post,CURE,In.engage,4
AND-71,Autonomous,Post,CURE,In.engage,4
ASH-36,Autonomous,Post,CURE,In.engage,
BEC-10,Autonomous,Post,CURE,In.engage,4
BUF-12,Autonomous,Post,CURE,In.engage,3
CAR-24,Autonomous,Post,CURE,In.engage,
CIN-80,Autonomous,Post,CURE,In.engage,3
COL-11,Autonomous,Post,CURE,In.engage,3
CON-11,Autonomous,Post,CURE,In.engage,4
CON-68,Autonomous,Post,CURE,In.engage,3
DON-64,Autonomous,Post,CURE,In.engage,5
HUI-14,Autonomous,Post,CURE,In.engage,4
IDA-HA,Autonomous,Post,CURE,In.engage,4
JUD-32,Autonomous,Post,CURE,In.engage,
KYU-13,Autonomous,Post,CURE,In.engage,3
LAD-11,Autonomous,Post,CURE,In.engage,
LAU-21,Autonomous,Post,CURE,In.engage,
LAU-91,Autonomous,Post,CURE,In.engage,
LIS-80,Autonomous,Post,CURE,In.engage,4
16-Mar,Autonomous,Post,CURE,In.engage,
31-Mar,Autonomous,Post,CURE,In.engage,3
PAT-22,Autonomous,Post,CURE,In.engage,3
ROQ-20,Autonomous,Post,CURE,In.engage,
RHO-36,Autonomous,Post,CURE,In.engage,3
RHO-80,Autonomous,Post,CURE,In.engage,5
SHA-26,Autonomous,Post,CURE,In.engage,4
TAM-30,Autonomous,Post,CURE,In.engage,
TRE-15,Autonomous,Post,CURE,In.engage,
unid3,Autonomous,Post,CURE,In.engage,
unid4,Autonomous,Post,CURE,In.engage,
TIC-21,Autonomous,Post,CURE,In.engage,5
CAR-91,Autonomous,Post,CURE,In.engage,4
LIL-20,Autonomous,Post,CURE,In.engage,5
unid,Autonomous,Post,CURE,In.engage,1
1,Guided,Post,CURE,Recommend,5
2,Guided,Post,CURE,Recommend,
3,Guided,Post,CURE,Recommend,5
4,Guided,Post,CURE,Recommend,5
5,Guided,Post,CURE,Recommend,5
6,Guided,Post,CURE,Recommend,5
7,Guided,Post,CURE,Recommend,5
8,Guided,Post,CURE,Recommend,
9,Guided,Post,CURE,Recommend,3
10,Guided,Post,CURE,Recommend,4
11,Guided,Post,CURE,Recommend,4
12,Guided,Post,CURE,Recommend,5
13,Guided,Post,CURE,Recommend,5
14,Guided,Post,CURE,Recommend,4
15,Guided,Post,CURE,Recommend,4
16,Guided,Post,CURE,Recommend,4
17,Guided,Post,CURE,Recommend,4
18,Guided,Post,CURE,Recommend,5
19,Guided,Post,CURE,Recommend,2
20,Guided,Post,CURE,Recommend,
21,Guided,Post,CURE,Recommend,5
22,Guided,Post,CURE,Recommend,4
23,Guided,Post,CURE,Recommend,
24,Guided,Post,CURE,Recommend,1
25,Guided,Post,CURE,Recommend,5
26,Guided,Post,CURE,Recommend,5
27,Guided,Post,CURE,Recommend,5
28,Guided,Post,CURE,Recommend,3
unid2,Autonomous,Post,CURE,Recommend,3
ALI-22,Autonomous,Post,CURE,Recommend,
AMY-31,Autonomous,Post,CURE,Recommend,4
AND-71,Autonomous,Post,CURE,Recommend,3
ASH-36,Autonomous,Post,CURE,Recommend,
BEC-10,Autonomous,Post,CURE,Recommend,4
BUF-12,Autonomous,Post,CURE,Recommend,5
CAR-24,Autonomous,Post,CURE,Recommend,
CIN-80,Autonomous,Post,CURE,Recommend,4
COL-11,Autonomous,Post,CURE,Recommend,3
CON-11,Autonomous,Post,CURE,Recommend,4
CON-68,Autonomous,Post,CURE,Recommend,3
DON-64,Autonomous,Post,CURE,Recommend,4
HUI-14,Autonomous,Post,CURE,Recommend,3
IDA-HA,Autonomous,Post,CURE,Recommend,3
JUD-32,Autonomous,Post,CURE,Recommend,
KYU-13,Autonomous,Post,CURE,Recommend,4
LAD-11,Autonomous,Post,CURE,Recommend,
LAU-21,Autonomous,Post,CURE,Recommend,
LAU-91,Autonomous,Post,CURE,Recommend,
LIS-80,Autonomous,Post,CURE,Recommend,3
16-Mar,Autonomous,Post,CURE,Recommend,
31-Mar,Autonomous,Post,CURE,Recommend,2
PAT-22,Autonomous,Post,CURE,Recommend,3
ROQ-20,Autonomous,Post,CURE,Recommend,
RHO-36,Autonomous,Post,CURE,Recommend,4
RHO-80,Autonomous,Post,CURE,Recommend,5
SHA-26,Autonomous,Post,CURE,Recommend,2
TAM-30,Autonomous,Post,CURE,Recommend,
TRE-15,Autonomous,Post,CURE,Recommend,
unid3,Autonomous,Post,CURE,Recommend,
unid4,Autonomous,Post,CURE,Recommend,
TIC-21,Autonomous,Post,CURE,Recommend,4
CAR-91,Autonomous,Post,CURE,Recommend,1
LIL-20,Autonomous,Post,CURE,Recommend,5
unid,Autonomous,Post,CURE,Recommend,2
1,Guided,Post,CURE,Interest,4
2,Guided,Post,CURE,Interest,
3,Guided,Post,CURE,Interest,5
4,Guided,Post,CURE,Interest,5
5,Guided,Post,CURE,Interest,5
6,Guided,Post,CURE,Interest,4
7,Guided,Post,CURE,Interest,5
8,Guided,Post,CURE,Interest,
9,Guided,Post,CURE,Interest,4
10,Guided,Post,CURE,Interest,3
11,Guided,Post,CURE,Interest,2
12,Guided,Post,CURE,Interest,5
13,Guided,Post,CURE,Interest,5
14,Guided,Post,CURE,Interest,3
15,Guided,Post,CURE,Interest,1
16,Guided,Post,CURE,Interest,5
17,Guided,Post,CURE,Interest,3
18,Guided,Post,CURE,Interest,4
19,Guided,Post,CURE,Interest,1
20,Guided,Post,CURE,Interest,
21,Guided,Post,CURE,Interest,4
22,Guided,Post,CURE,Interest,5
23,Guided,Post,CURE,Interest,
24,Guided,Post,CURE,Interest,3
25,Guided,Post,CURE,Interest,4
26,Guided,Post,CURE,Interest,4
27,Guided,Post,CURE,Interest,3
28,Guided,Post,CURE,Interest,2
unid2,Autonomous,Post,CURE,Interest,4
ALI-22,Autonomous,Post,CURE,Interest,
AMY-31,Autonomous,Post,CURE,Interest,4
AND-71,Autonomous,Post,CURE,Interest,4
ASH-36,Autonomous,Post,CURE,Interest,
BEC-10,Autonomous,Post,CURE,Interest,3
BUF-12,Autonomous,Post,CURE,Interest,1
CAR-24,Autonomous,Post,CURE,Interest,
CIN-80,Autonomous,Post,CURE,Interest,3
COL-11,Autonomous,Post,CURE,Interest,2
CON-11,Autonomous,Post,CURE,Interest,2
CON-68,Autonomous,Post,CURE,Interest,5
DON-64,Autonomous,Post,CURE,Interest,5
HUI-14,Autonomous,Post,CURE,Interest,4
IDA-HA,Autonomous,Post,CURE,Interest,2
JUD-32,Autonomous,Post,CURE,Interest,
KYU-13,Autonomous,Post,CURE,Interest,5
LAD-11,Autonomous,Post,CURE,Interest,
LAU-21,Autonomous,Post,CURE,Interest,
LAU-91,Autonomous,Post,CURE,Interest,
LIS-80,Autonomous,Post,CURE,Interest,4
16-Mar,Autonomous,Post,CURE,Interest,
31-Mar,Autonomous,Post,CURE,Interest,2
PAT-22,Autonomous,Post,CURE,Interest,2
ROQ-20,Autonomous,Post,CURE,Interest,
RHO-36,Autonomous,Post,CURE,Interest,3
RHO-80,Autonomous,Post,CURE,Interest,2
SHA-26,Autonomous,Post,CURE,Interest,2
TAM-30,Autonomous,Post,CURE,Interest,
TRE-15,Autonomous,Post,CURE,Interest,
unid3,Autonomous,Post,CURE,Interest,
unid4,Autonomous,Post,CURE,Interest,
TIC-21,Autonomous,Post,CURE,Interest,5
CAR-91,Autonomous,Post,CURE,Interest,3
LIL-20,Autonomous,Post,CURE,Interest,4
unid,Autonomous,Post,CURE,Interest,1
1,Guided,Post,CURE,Prepare,5
2,Guided,Post,CURE,Prepare,
3,Guided,Post,CURE,Prepare,4
4,Guided,Post,CURE,Prepare,5
5,Guided,Post,CURE,Prepare,5
6,Guided,Post,CURE,Prepare,3
7,Guided,Post,CURE,Prepare,3
8,Guided,Post,CURE,Prepare,
9,Guided,Post,CURE,Prepare,5
10,Guided,Post,CURE,Prepare,3
11,Guided,Post,CURE,Prepare,1
12,Guided,Post,CURE,Prepare,5
13,Guided,Post,CURE,Prepare,3
14,Guided,Post,CURE,Prepare,3
15,Guided,Post,CURE,Prepare,4
16,Guided,Post,CURE,Prepare,4
17,Guided,Post,CURE,Prepare,4
18,Guided,Post,CURE,Prepare,5
19,Guided,Post,CURE,Prepare,4
20,Guided,Post,CURE,Prepare,
21,Guided,Post,CURE,Prepare,5
22,Guided,Post,CURE,Prepare,5
23,Guided,Post,CURE,Prepare,
24,Guided,Post,CURE,Prepare,3
25,Guided,Post,CURE,Prepare,4
26,Guided,Post,CURE,Prepare,4
27,Guided,Post,CURE,Prepare,4
28,Guided,Post,CURE,Prepare,4
unid2,Autonomous,Post,CURE,Prepare,4
ALI-22,Autonomous,Post,CURE,Prepare,
AMY-31,Autonomous,Post,CURE,Prepare,5
AND-71,Autonomous,Post,CURE,Prepare,4
ASH-36,Autonomous,Post,CURE,Prepare,
BEC-10,Autonomous,Post,CURE,Prepare,5
BUF-12,Autonomous,Post,CURE,Prepare,3
CAR-24,Autonomous,Post,CURE,Prepare,
CIN-80,Autonomous,Post,CURE,Prepare,3
COL-11,Autonomous,Post,CURE,Prepare,2
CON-11,Autonomous,Post,CURE,Prepare,2
CON-68,Autonomous,Post,CURE,Prepare,5
DON-64,Autonomous,Post,CURE,Prepare,5
HUI-14,Autonomous,Post,CURE,Prepare,4
IDA-HA,Autonomous,Post,CURE,Prepare,3
JUD-32,Autonomous,Post,CURE,Prepare,
KYU-13,Autonomous,Post,CURE,Prepare,5
LAD-11,Autonomous,Post,CURE,Prepare,
LAU-21,Autonomous,Post,CURE,Prepare,
LAU-91,Autonomous,Post,CURE,Prepare,
LIS-80,Autonomous,Post,CURE,Prepare,5
16-Mar,Autonomous,Post,CURE,Prepare,
31-Mar,Autonomous,Post,CURE,Prepare,3
PAT-22,Autonomous,Post,CURE,Prepare,4
ROQ-20,Autonomous,Post,CURE,Prepare,
RHO-36,Autonomous,Post,CURE,Prepare,4
RHO-80,Autonomous,Post,CURE,Prepare,5
SHA-26,Autonomous,Post,CURE,Prepare,3
TAM-30,Autonomous,Post,CURE,Prepare,
TRE-15,Autonomous,Post,CURE,Prepare,
unid3,Autonomous,Post,CURE,Prepare,
unid4,Autonomous,Post,CURE,Prepare,
TIC-21,Autonomous,Post,CURE,Prepare,5
CAR-91,Autonomous,Post,CURE,Prepare,3
LIL-20,Autonomous,Post,CURE,Prepare,5
unid,Autonomous,Post,CURE,Prepare,1
1,Guided,Post,CURE,St.engage,4
2,Guided,Post,CURE,St.engage,
3,Guided,Post,CURE,St.engage,5
4,Guided,Post,CURE,St.engage,5
5,Guided,Post,CURE,St.engage,5
6,Guided,Post,CURE,St.engage,4
7,Guided,Post,CURE,St.engage,3
8,Guided,Post,CURE,St.engage,
9,Guided,Post,CURE,St.engage,4
10,Guided,Post,CURE,St.engage,2
11,Guided,Post,CURE,St.engage,5
12,Guided,Post,CURE,St.engage,5
13,Guided,Post,CURE,St.engage,5
14,Guided,Post,CURE,St.engage,4
15,Guided,Post,CURE,St.engage,4
16,Guided,Post,CURE,St.engage,5
17,Guided,Post,CURE,St.engage,5
18,Guided,Post,CURE,St.engage,5
19,Guided,Post,CURE,St.engage,3
20,Guided,Post,CURE,St.engage,
21,Guided,Post,CURE,St.engage,5
22,Guided,Post,CURE,St.engage,5
23,Guided,Post,CURE,St.engage,
24,Guided,Post,CURE,St.engage,4
25,Guided,Post,CURE,St.engage,5
26,Guided,Post,CURE,St.engage,3
27,Guided,Post,CURE,St.engage,5
28,Guided,Post,CURE,St.engage,2
unid2,Autonomous,Post,CURE,St.engage,3
ALI-22,Autonomous,Post,CURE,St.engage,
AMY-31,Autonomous,Post,CURE,St.engage,5
AND-71,Autonomous,Post,CURE,St.engage,3
ASH-36,Autonomous,Post,CURE,St.engage,
BEC-10,Autonomous,Post,CURE,St.engage,3
BUF-12,Autonomous,Post,CURE,St.engage,4
CAR-24,Autonomous,Post,CURE,St.engage,
CIN-80,Autonomous,Post,CURE,St.engage,3
COL-11,Autonomous,Post,CURE,St.engage,2
CON-11,Autonomous,Post,CURE,St.engage,4
CON-68,Autonomous,Post,CURE,St.engage,5
DON-64,Autonomous,Post,CURE,St.engage,4
HUI-14,Autonomous,Post,CURE,St.engage,4
IDA-HA,Autonomous,Post,CURE,St.engage,5
JUD-32,Autonomous,Post,CURE,St.engage,
KYU-13,Autonomous,Post,CURE,St.engage,4
LAD-11,Autonomous,Post,CURE,St.engage,
LAU-21,Autonomous,Post,CURE,St.engage,
LAU-91,Autonomous,Post,CURE,St.engage,
LIS-80,Autonomous,Post,CURE,St.engage,5
16-Mar,Autonomous,Post,CURE,St.engage,
31-Mar,Autonomous,Post,CURE,St.engage,2
PAT-22,Autonomous,Post,CURE,St.engage,5
ROQ-20,Autonomous,Post,CURE,St.engage,
RHO-36,Autonomous,Post,CURE,St.engage,3
RHO-80,Autonomous,Post,CURE,St.engage,4
SHA-26,Autonomous,Post,CURE,St.engage,4
TAM-30,Autonomous,Post,CURE,St.engage,
TRE-15,Autonomous,Post,CURE,St.engage,
unid3,Autonomous,Post,CURE,St.engage,
unid4,Autonomous,Post,CURE,St.engage,
TIC-21,Autonomous,Post,CURE,St.engage,4
CAR-91,Autonomous,Post,CURE,St.engage,3
LIL-20,Autonomous,Post,CURE,St.engage,5
unid,Autonomous,Post,CURE,St.engage,2
1,Guided,Post,CURE,Discovery,5
2,Guided,Post,CURE,Discovery,
3,Guided,Post,CURE,Discovery,4
4,Guided,Post,CURE,Discovery,5
5,Guided,Post,CURE,Discovery,2
6,Guided,Post,CURE,Discovery,4
7,Guided,Post,CURE,Discovery,4
8,Guided,Post,CURE,Discovery,
9,Guided,Post,CURE,Discovery,5
10,Guided,Post,CURE,Discovery,2
11,Guided,Post,CURE,Discovery,4
12,Guided,Post,CURE,Discovery,4
13,Guided,Post,CURE,Discovery,4
14,Guided,Post,CURE,Discovery,4
15,Guided,Post,CURE,Discovery,3
16,Guided,Post,CURE,Discovery,4
17,Guided,Post,CURE,Discovery,4
18,Guided,Post,CURE,Discovery,5
19,Guided,Post,CURE,Discovery,3
20,Guided,Post,CURE,Discovery,
21,Guided,Post,CURE,Discovery,5
22,Guided,Post,CURE,Discovery,4
23,Guided,Post,CURE,Discovery,
24,Guided,Post,CURE,Discovery,1
25,Guided,Post,CURE,Discovery,4
26,Guided,Post,CURE,Discovery,5
27,Guided,Post,CURE,Discovery,5
28,Guided,Post,CURE,Discovery,3
unid2,Autonomous,Post,CURE,Discovery,3
ALI-22,Autonomous,Post,CURE,Discovery,
AMY-31,Autonomous,Post,CURE,Discovery,4
AND-71,Autonomous,Post,CURE,Discovery,4
ASH-36,Autonomous,Post,CURE,Discovery,
BEC-10,Autonomous,Post,CURE,Discovery,4
BUF-12,Autonomous,Post,CURE,Discovery,2
CAR-24,Autonomous,Post,CURE,Discovery,
CIN-80,Autonomous,Post,CURE,Discovery,1
COL-11,Autonomous,Post,CURE,Discovery,3
CON-11,Autonomous,Post,CURE,Discovery,3
CON-68,Autonomous,Post,CURE,Discovery,3
DON-64,Autonomous,Post,CURE,Discovery,3
HUI-14,Autonomous,Post,CURE,Discovery,3
IDA-HA,Autonomous,Post,CURE,Discovery,4
JUD-32,Autonomous,Post,CURE,Discovery,
KYU-13,Autonomous,Post,CURE,Discovery,3
LAD-11,Autonomous,Post,CURE,Discovery,
LAU-21,Autonomous,Post,CURE,Discovery,
LAU-91,Autonomous,Post,CURE,Discovery,
LIS-80,Autonomous,Post,CURE,Discovery,5
16-Mar,Autonomous,Post,CURE,Discovery,
31-Mar,Autonomous,Post,CURE,Discovery,2
PAT-22,Autonomous,Post,CURE,Discovery,3
ROQ-20,Autonomous,Post,CURE,Discovery,
RHO-36,Autonomous,Post,CURE,Discovery,3
RHO-80,Autonomous,Post,CURE,Discovery,5
SHA-26,Autonomous,Post,CURE,Discovery,1
TAM-30,Autonomous,Post,CURE,Discovery,
TRE-15,Autonomous,Post,CURE,Discovery,
unid3,Autonomous,Post,CURE,Discovery,
unid4,Autonomous,Post,CURE,Discovery,
TIC-21,Autonomous,Post,CURE,Discovery,3
CAR-91,Autonomous,Post,CURE,Discovery,1
LIL-20,Autonomous,Post,CURE,Discovery,4
unid,Autonomous,Post,CURE,Discovery,1
1,Guided,Post,CURE,Retention,5
2,Guided,Post,CURE,Retention,
3,Guided,Post,CURE,Retention,4
4,Guided,Post,CURE,Retention,5
5,Guided,Post,CURE,Retention,4
6,Guided,Post,CURE,Retention,5
7,Guided,Post,CURE,Retention,3
8,Guided,Post,CURE,Retention,
9,Guided,Post,CURE,Retention,4
10,Guided,Post,CURE,Retention,2
11,Guided,Post,CURE,Retention,4
12,Guided,Post,CURE,Retention,4
13,Guided,Post,CURE,Retention,3
14,Guided,Post,CURE,Retention,4
15,Guided,Post,CURE,Retention,4
16,Guided,Post,CURE,Retention,5
17,Guided,Post,CURE,Retention,4
18,Guided,Post,CURE,Retention,5
19,Guided,Post,CURE,Retention,2
20,Guided,Post,CURE,Retention,
21,Guided,Post,CURE,Retention,5
22,Guided,Post,CURE,Retention,4
23,Guided,Post,CURE,Retention,
24,Guided,Post,CURE,Retention,1
25,Guided,Post,CURE,Retention,3
26,Guided,Post,CURE,Retention,5
27,Guided,Post,CURE,Retention,3
28,Guided,Post,CURE,Retention,3
unid2,Autonomous,Post,CURE,Retention,3
ALI-22,Autonomous,Post,CURE,Retention,
AMY-31,Autonomous,Post,CURE,Retention,4
AND-71,Autonomous,Post,CURE,Retention,4
ASH-36,Autonomous,Post,CURE,Retention,
BEC-10,Autonomous,Post,CURE,Retention,4
BUF-12,Autonomous,Post,CURE,Retention,4
CAR-24,Autonomous,Post,CURE,Retention,
CIN-80,Autonomous,Post,CURE,Retention,3
COL-11,Autonomous,Post,CURE,Retention,2
CON-11,Autonomous,Post,CURE,Retention,3
CON-68,Autonomous,Post,CURE,Retention,5
DON-64,Autonomous,Post,CURE,Retention,4
HUI-14,Autonomous,Post,CURE,Retention,4
IDA-HA,Autonomous,Post,CURE,Retention,4
JUD-32,Autonomous,Post,CURE,Retention,
KYU-13,Autonomous,Post,CURE,Retention,4
LAD-11,Autonomous,Post,CURE,Retention,
LAU-21,Autonomous,Post,CURE,Retention,
LAU-91,Autonomous,Post,CURE,Retention,
LIS-80,Autonomous,Post,CURE,Retention,4
16-Mar,Autonomous,Post,CURE,Retention,
31-Mar,Autonomous,Post,CURE,Retention,3
PAT-22,Autonomous,Post,CURE,Retention,3
ROQ-20,Autonomous,Post,CURE,Retention,
RHO-36,Autonomous,Post,CURE,Retention,4
RHO-80,Autonomous,Post,CURE,Retention,5
SHA-26,Autonomous,Post,CURE,Retention,4
TAM-30,Autonomous,Post,CURE,Retention,
TRE-15,Autonomous,Post,CURE,Retention,
unid3,Autonomous,Post,CURE,Retention,
unid4,Autonomous,Post,CURE,Retention,
TIC-21,Autonomous,Post,CURE,Retention,4
CAR-91,Autonomous,Post,CURE,Retention,2
LIL-20,Autonomous,Post,CURE,Retention,5
unid,Autonomous,Post,CURE,Retention,1
1,Guided,Post,CURE,Investment,5
2,Guided,Post,CURE,Investment,
3,Guided,Post,CURE,Investment,2
4,Guided,Post,CURE,Investment,2
5,Guided,Post,CURE,Investment,3
6,Guided,Post,CURE,Investment,5
7,Guided,Post,CURE,Investment,4
8,Guided,Post,CURE,Investment,
9,Guided,Post,CURE,Investment,4
10,Guided,Post,CURE,Investment,2
11,Guided,Post,CURE,Investment,1
12,Guided,Post,CURE,Investment,4
13,Guided,Post,CURE,Investment,5
14,Guided,Post,CURE,Investment,4
15,Guided,Post,CURE,Investment,4
16,Guided,Post,CURE,Investment,5
17,Guided,Post,CURE,Investment,4
18,Guided,Post,CURE,Investment,4
19,Guided,Post,CURE,Investment,4
20,Guided,Post,CURE,Investment,
21,Guided,Post,CURE,Investment,5
22,Guided,Post,CURE,Investment,4
23,Guided,Post,CURE,Investment,
24,Guided,Post,CURE,Investment,5
25,Guided,Post,CURE,Investment,4
26,Guided,Post,CURE,Investment,4
27,Guided,Post,CURE,Investment,4
28,Guided,Post,CURE,Investment,5
unid2,Autonomous,Post,CURE,Investment,4
ALI-22,Autonomous,Post,CURE,Investment,
AMY-31,Autonomous,Post,CURE,Investment,3
AND-71,Autonomous,Post,CURE,Investment,4
ASH-36,Autonomous,Post,CURE,Investment,
BEC-10,Autonomous,Post,CURE,Investment,5
BUF-12,Autonomous,Post,CURE,Investment,5
CAR-24,Autonomous,Post,CURE,Investment,
CIN-80,Autonomous,Post,CURE,Investment,4
COL-11,Autonomous,Post,CURE,Investment,3
CON-11,Autonomous,Post,CURE,Investment,2
CON-68,Autonomous,Post,CURE,Investment,5
DON-64,Autonomous,Post,CURE,Investment,3
HUI-14,Autonomous,Post,CURE,Investment,5
IDA-HA,Autonomous,Post,CURE,Investment,5
JUD-32,Autonomous,Post,CURE,Investment,
KYU-13,Autonomous,Post,CURE,Investment,5
LAD-11,Autonomous,Post,CURE,Investment,
LAU-21,Autonomous,Post,CURE,Investment,
LAU-91,Autonomous,Post,CURE,Investment,
LIS-80,Autonomous,Post,CURE,Investment,4
16-Mar,Autonomous,Post,CURE,Investment,
31-Mar,Autonomous,Post,CURE,Investment,4
PAT-22,Autonomous,Post,CURE,Investment,5
ROQ-20,Autonomous,Post,CURE,Investment,
RHO-36,Autonomous,Post,CURE,Investment,4
RHO-80,Autonomous,Post,CURE,Investment,5
SHA-26,Autonomous,Post,CURE,Investment,5
TAM-30,Autonomous,Post,CURE,Investment,
TRE-15,Autonomous,Post,CURE,Investment,
unid3,Autonomous,Post,CURE,Investment,
unid4,Autonomous,Post,CURE,Investment,
TIC-21,Autonomous,Post,CURE,Investment,5
CAR-91,Autonomous,Post,CURE,Investment,4
LIL-20,Autonomous,Post,CURE,Investment,3
unid,Autonomous,Post,CURE,Investment,5
